Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
FGF13	gene	FGF13	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Developmental and epileptic encephalopathy 90, MIM# 301058;Intellectual developmental disorder, X-linked 110, MIM# 301095			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	33245860;34184986		False	3	100;0;0	1.83	True	Other	ENSG00000129682	ENSG00000129682	HGNC:3670													
FGF14	gene	FGF14	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spinocerebellar ataxia 27, MIM# 609307;Vestibulocerebellar disorder with predominant ocular signs, MIM# 193003			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000102466	ENSG00000102466	HGNC:3671													
FGFR1	gene	FGFR1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hartsfield syndrome, MIM# 615465			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	23812909		False	3	100;0;0	1.83	True		ENSG00000077782	ENSG00000077782	HGNC:3688													
FGFR3	gene	FGFR3	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	CATSHL syndrome 610474;Hypochondroplasia 146000;SADDAN 616482;Muenke syndrome 602849;Thanatophoric dysplasia, type I 187600			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000068078	ENSG00000068078	HGNC:3690													
FH	gene	FH	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Fumarase deficiency (MIM# 606812)			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31746132;29052812;21560188		False	3	100;0;0	1.83	True		ENSG00000091483	ENSG00000091483	HGNC:3700													
FIG4	gene	FIG4	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Charcot-Marie-Tooth disease MONDO:0015626			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	32385905;34122524;36529678		False	3	100;0;0	1.83	True		ENSG00000112367	ENSG00000112367	HGNC:16873													
FITM2	gene	FITM2	Expert list;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Siddiqi syndrome MIM#618635			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28067622;30214770;30288795		False	3	100;0;0	1.83	True		ENSG00000197296	ENSG00000197296	HGNC:16135													
FKRP	gene	FKRP	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	myopathy caused by variation in FKRP MONDO:0700066			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	33200426;11053680;12654965;14652796;15121789		False	3	100;0;0	1.83	True		ENSG00000181027	ENSG00000181027	HGNC:17997													
FKTN	gene	FKTN	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Myopathy caused by variation in FKTN MONDO:0700067			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301385		False	3	100;0;0	1.83	True		ENSG00000106692	ENSG00000106692	HGNC:3622													
FLNA	gene	FLNA	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	"Heterotopia, periventricular, 1, MIM#	300049"			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	https://search.clinicalgenome.org/CCID:004863		False	3	100;0;0	1.83	True		ENSG00000196924	ENSG00000196924	HGNC:3754													
FLVCR1	gene	FLVCR1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	neurodevelopmental disorder MONDO:0700092, FLVCR1-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	39306721		False	3	50;0;50	1.83	True		ENSG00000162769	ENSG00000162769	HGNC:24682													
FLVCR2	gene	FLVCR2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Proliferative vasculopathy and hydranencephaly-hydrocephaly syndrome, MIM# 225790			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	30712878;20206334;20518025;20690116;25677735		False	3	100;0;0	1.83	True		ENSG00000119686	ENSG00000119686	HGNC:20105													
FMN2	gene	FMN2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Intellectual developmental disorder, autosomal recessive 47, MIM#616193			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	25480035;32162566;24161494		False	3	100;0;0	1.83	True		ENSG00000155816	ENSG00000155816	HGNC:14074													
FMR1	gene	FMR1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	fragile X syndrome MONDO:0010383			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	https://search.clinicalgenome.org/CCID:004870		False	3	100;0;0	1.83	True		ENSG00000102081	ENSG00000102081	HGNC:3775													
FOLR1	gene	FOLR1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodegeneration due to cerebral folate transport deficiency, MIM# 613068			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	19732866;30420205;27743887		False	3	100;0;0	1.83	True		ENSG00000110195	ENSG00000110195	HGNC:3791													
FOSL2	gene	FOSL2	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Aplasia cutis-enamel dysplasia syndrome, MIM# 620789			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	36197437		False	3	100;0;0	1.83	True		ENSG00000075426	ENSG00000075426	HGNC:3798													
FOXG1	gene	FOXG1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	FOXG1 disorder MONDO:0100040			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	18571142;19578037;19564653;28661489		False	3	100;0;0	1.83	True		ENSG00000176165	ENSG00000176165	HGNC:3811													
FOXP1	gene	FOXP1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Mental retardation with language impairment and with or without autistic features, MIM# 613670			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	26633542;28741757;34109629		False	3	100;0;0	1.83	True		ENSG00000114861	ENSG00000114861	HGNC:3823													
FOXP2	gene	FOXP2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Speech-language disorder-1, MIM# 602081			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	15877281;15983371;27336128		False	3	100;0;0	1.83	True		ENSG00000128573	ENSG00000128573	HGNC:13875													
FOXP4	gene	FOXP4	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder (MONDO#0700092), FOXP4-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	33110267;36301021		False	3	0;100;0	1.83	True		ENSG00000137166	ENSG00000137166	HGNC:20842													
FOXRED1	gene	FOXRED1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial disease MONDO:0044970			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31434271;20818383;20858599		False	3	100;0;0	1.83	True		ENSG00000110074	ENSG00000110074	HGNC:26927													
FRA10AC1	gene	FRA10AC1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with growth retardation, dysmorphic facies, and corpus callosum abnormalities, MIM# 620113			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	34694367		False	3	100;0;0	1.83	True		ENSG00000148690	ENSG00000148690	HGNC:1162													
FRAS1	gene	FRAS1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Fraser syndrome 1, MIM#219000			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000138759	ENSG00000138759	HGNC:19185													
FRMD5	gene	FRMD5	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with eye movement abnormalities and ataxia, MIM# 620094			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	36206744		False	3	100;0;0	1.83	True		ENSG00000171877	ENSG00000171877	HGNC:28214													
FRMPD4	gene	FRMPD4	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Mental retardation, X-linked 104, MIM#300983			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	25644381;29267967		False	3	100;0;0	1.83	True		ENSG00000169933	ENSG00000169933	HGNC:29007													
FRRS1L	gene	FRRS1L	Expert list;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Epileptic encephalopathy, early infantile, 37, MIM#616981			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	27236917;27239025		False	3	100;0;0	1.83	True		ENSG00000260230	ENSG00000260230	HGNC:1362													
FRYL	gene	FRYL	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Pan-Chung-Bellen syndrome, MIM# 621049			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	38479391		False	3	100;0;0	1.83	True		ENSG00000075539	ENSG00000075539	HGNC:29127													
FSD1L	gene	FSD1L	Expert Review Green;Other	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder, MONDO:0700092, FSD1L-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000106701	ENSG00000106701	HGNC:13753													
FTO	gene	FTO	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Growth retardation, developmental delay, facial dysmorphism, MIM# 612938			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	19559399;26378117;26697951;26378117;26740239		False	3	100;0;0	1.83	True		ENSG00000140718	ENSG00000140718	HGNC:24678													
FTSJ1	gene	FTSJ1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	"Intellectual developmental disorder, X-linked 9, MIM#	309549;X-linked complex neurodevelopmental disorder MONDO:0100148"			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	https://search.clinicalgenome.org/CCID:004892		False	3	100;0;0	1.83	True		ENSG00000068438	ENSG00000068438	HGNC:13254													
FUCA1	gene	FUCA1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Fucosidosis MONDO:0009254			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	33266441		False	3	100;0;0	1.83	True		ENSG00000179163	ENSG00000179163	HGNC:4006													
FUK	gene	FUK	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation with defective fucosylation 2, MIM# 618324			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	30503518;35718084;36426412		False	3	0;100;0	1.83	True		ENSG00000157353	ENSG00000157353	HGNC:29500													
FUT8	gene	FUT8	Expert list;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation with defective fucosylation 1, MIM#618005			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	29304374		False	3	100;0;0	1.83	True		ENSG00000033170	ENSG00000033170	HGNC:4019													
FZR1	gene	FZR1	Expert Review;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Developmental and epileptic encephalopathy 109, MIM# 620145			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	34788397		False	3	100;0;0	1.83	True		ENSG00000105325	ENSG00000105325	HGNC:24824													
GABBR1	gene	GABBR1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with language delay and variable cognitive abnormalities, MIM#620502			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	36103875		False	3	100;0;0	1.83	True		ENSG00000204681	ENSG00000204681	HGNC:4070													
GABBR2	gene	GABBR2	Expert list;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with poor language and loss of hand skills, 617903			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	29100083;28061363;28135719;28856709;29369404;29377213		False	3	100;0;0	1.83	True		ENSG00000136928	ENSG00000136928	HGNC:4507													
GABRA1	gene	GABRA1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Epileptic encephalopathy, early infantile, 19 615744;Rett syndrome;Rett-like phenotypes;idiopathic generalized Epilepsy;Dravet syndrome			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	11992121;21714819;24623842;30842224		False	3	100;0;0	1.83	True		ENSG00000022355	ENSG00000022355	HGNC:4075													
GABRA2	gene	GABRA2	Expert list;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Epileptic encephalopathy, early infantile, 78, 618557			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	29422393;29961870;31032849;31032848		False	3	100;0;0	1.83	True		ENSG00000151834	ENSG00000151834	HGNC:4076													
GABRA3	gene	GABRA3	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Epilepsy, X-linked 2, with or without impaired intellectual development and dysmorphic features, MIM# 301091			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 29053855		False	3	100;0;0	1.83	True		ENSG00000011677	ENSG00000011677	HGNC:4077													
GABRA4	gene	GABRA4	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder MONDO:0700092, GABRA4-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 38565639		False	3	100;0;0	1.83	True		ENSG00000109158	ENSG00000109158	HGNC:4078													
GABRA5	gene	GABRA5	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Epileptic encephalopathy, early infantile, 79;OMIM #618559			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 31056671;29961870		False	3	100;0;0	1.83	True		ENSG00000186297	ENSG00000186297	HGNC:4079													
GABRB2	gene	GABRB2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	epileptic encephalopathy, infantile or early childhood, 2 MONDO:0020631			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	38996765		False	3	100;0;0	1.83	True		ENSG00000145864	ENSG00000145864	HGNC:4082													
GABRB3	gene	GABRB3	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Epileptic encephalopathy, early infantile, 43, MIM# 617113			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	23934111;27476654		False	3	100;0;0	1.83	True		ENSG00000166206	ENSG00000166206	HGNC:4083													
GABRD	gene	GABRD	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual disability;Epilepsy;Susceptibility to epilepsy, MIM#613060			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	15115768;34633442		False	3	100;0;0	1.83	True		ENSG00000187730	ENSG00000187730	HGNC:4084													
GABRG2	gene	GABRG2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Epileptic encephalopathy, early infantile, 74 618396;Epilepsy, generalized, with febrile seizures plus, type 3 607681			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	11326274;11326275;27864268		False	3	100;0;0	1.83	True		ENSG00000113327	ENSG00000113327	HGNC:4087													
GAD1	gene	GAD1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Cerebral palsy, spastic quadriplegic, 1, MIM#603513;Developmental and epileptic encephalopathy 89, MIM# 619124			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	15571623;32282878		False	3	100;0;0	1.83	True		ENSG00000128683	ENSG00000128683	HGNC:4092													
GALC	gene	GALC	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Krabbe disease MONDO:000949			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301416		False	3	100;0;0	1.83	True		ENSG00000054983	ENSG00000054983	HGNC:4115													
GALE	gene	GALE	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	galactose epimerase deficiency MONDO:0009257			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	21290786		False	3	100;0;0	1.83	True		ENSG00000117308	ENSG00000117308	HGNC:4116													
GALNT2	gene	GALNT2	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	32293671		False	3	100;0;0	1.83	True		ENSG00000143641	ENSG00000143641	HGNC:4124													
GALT	gene	GALT	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Galactosemia, MIM#230400			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000213930	ENSG00000213930	HGNC:4135													
GAMT	gene	GAMT	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	guanidinoacetate methyltransferase deficiency MONDO:0012999			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301745		False	3	100;0;0	1.83	True		ENSG00000130005	ENSG00000130005	HGNC:4136													
GATA6	gene	GATA6	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Pancreatic agenesis and congenital heart defects, MIM#600001			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	22158542		False	3	100;0;0	1.83	True		ENSG00000141448	ENSG00000141448	HGNC:4174													
GATAD2A	gene	GATAD2A	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder, MONDO:0700092, GATAD2A-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	https://doi.org/10.1016/j.xhgg.2023.100198;17565372		False	3	100;0;0	1.83	True		ENSG00000167491	ENSG00000167491	HGNC:29989													
GATAD2B	gene	GATAD2B	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Mental retardation, autosomal dominant 18, OMIM # 615074			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31949314		False	3	100;0;0	1.83	True		ENSG00000143614	ENSG00000143614	HGNC:30778													
GATM	gene	GATM	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Cerebral creatine deficiency syndrome 3, MIM# 612718			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	12468279;20682460;22386973		False	3	100;0;0	1.83	True		ENSG00000171766	ENSG00000171766	HGNC:4175													
GCDH	gene	GCDH	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Glutaric aciduria, type I MIM#231670			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000105607	ENSG00000105607	HGNC:4189													
GCH1	gene	GCH1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	GTP cyclohydrolase I deficiency with hyperphenylalaninemia MONDO:0100186			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	22473768;7869202		False	3	100;0;0	1.83	True		ENSG00000131979	ENSG00000131979	HGNC:4193													
GCSH	gene	GCSH	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Multiple mitochondrial dysfunctions syndrome 7, MIM#	620423"			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	1671321;36190515		False	3	50;0;50	1.83	True		ENSG00000140905	ENSG00000140905	HGNC:4208													
GDI1	gene	GDI1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Intellectual developmental disorder, X-linked 41 MIM#300849			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28863211;22002931;9620768;9668174		False	3	100;0;0	1.83	True		ENSG00000203879	ENSG00000203879	HGNC:4226													
GEMIN4	gene	GEMIN4	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities, MIM# 617913			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	25558065;30237576;27878435		False	3	50;50;0	1.83	True		ENSG00000179409	ENSG00000179409	HGNC:15717													
GEMIN5	gene	GEMIN5	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Neurodevelopmental disorder with cerebellar atrophy and motor dysfunction, MIM#	619333"			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	33963192		False	3	100;0;0	1.83	True		ENSG00000082516	ENSG00000082516	HGNC:20043													
GFAP	gene	GFAP	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Alexander disease MONDO:0008752			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301351		False	3	100;0;0	1.83	True		ENSG00000131095	ENSG00000131095	HGNC:4235													
GFER	gene	GFER	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay (MIM #613076)			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28155230		False	3	100;0;0	1.83	True		ENSG00000127554	ENSG00000127554	HGNC:4236													
GFM1	gene	GFM1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Leigh syndrome MONDO:0009723			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	25852744;31680380;21986555;32776492		False	3	100;0;0	1.83	True		ENSG00000168827	ENSG00000168827	HGNC:13780													
GFM2	gene	GFM2	Expert list;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 39, OMIM #618397			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 22700954;26016410;29075935		False	3	100;0;0	1.83	True		ENSG00000164347	ENSG00000164347	HGNC:29682													
