Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
MAP1B	gene	MAP1B	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual disability;seizures;PVNH;dysmorphic features;Periventricular nodular heterotopia 9, MIM# 618918			Abnormal cerebral cortex morphology;HP:0002538	31317654;30150678;30214071		False	3	100;0;0	4.69	True		ENSG00000131711	ENSG00000131711	HGNC:6836													
MAP1B	gene	MAP1B	Expert Review Green;Australian Genomics Health Alliance Brain Malformation Flagship;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual disability;seizures;PVNH;dysmorphic features;Periventricular nodular heterotopia 9, MIM# 618918			Abnormal cerebral cortex morphology;HP:0002538	31317654;30150678;30214071		False	3	100;0;0	4.69	True		ENSG00000131711	ENSG00000131711	HGNC:6836													
MAPK8IP3	gene	MAPK8IP3	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with or without variable brain abnormalities OMIM# 605431			Abnormal cerebral cortex morphology;HP:0002538	30612693		False	3	100;0;0	4.69	True		ENSG00000138834	ENSG00000138834	HGNC:6884													
MAST1	gene	MAST1	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Mega-corpus-callosum syndrome with cerebellar hypoplasia and cortical malformations, MIM# 618273			Abnormal cerebral cortex morphology;HP:0002538	32818970;30449657		False	3	100;0;0	4.69	True		ENSG00000105613	ENSG00000105613	HGNC:19034													
MTOR	gene	MTOR	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Smith-Kingsmore syndrome, MIM# 616638			Abnormal cerebral cortex morphology;HP:0002538	28892148		False	3	100;0;0	4.69	True		ENSG00000198793	ENSG00000198793	HGNC:3942													
NDE1	gene	NDE1	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Microhydranencephaly 605013;Lissencephaly 4 (with microcephaly) 614019			Abnormal cerebral cortex morphology;HP:0002538	30637988		False	3	100;0;0	4.69	True		ENSG00000072864	ENSG00000072864	HGNC:17619													
NDE1	gene	NDE1	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	Unknown				Abnormal cerebral cortex morphology;HP:0002538			False	3	0;0;0	4.69	False		ENSG00000072864	ENSG00000072864	HGNC:17619													
NEDD4L	gene	NEDD4L	Expert Review Green;Australian Genomics Health Alliance Brain Malformation Flagship;Victorian Clinical Genetics Services	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Periventricular nodular heterotopia 7, MIM# 617201			Abnormal cerebral cortex morphology;HP:0002538	34087865;27694961;32117442		False	3	100;0;0	4.69	True		ENSG00000049759	ENSG00000049759	HGNC:7728													
NEDD4L	gene	NEDD4L	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Periventricular nodular heterotopia 7, MIM#	617201;polymicrogyria;syndactyly"			Abnormal cerebral cortex morphology;HP:0002538	27694961;28515470;30393983		False	3	100;0;0	4.69	True		ENSG00000049759	ENSG00000049759	HGNC:7728													
NPRL2	gene	NPRL2	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Epilepsy, familial focal, with variable foci 2- MIM#617116			Abnormal cerebral cortex morphology;HP:0002538	29281825;27173016;31625153;33461085		False	3	50;50;0	4.69	True		ENSG00000114388	ENSG00000114388	HGNC:24969													
NPRL3	gene	NPRL3	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Epilepsy, familial focal, with variable foci 3 (MIM#617118)			Abnormal cerebral cortex morphology;HP:0002538	27173016;26285051		False	3	100;0;0	4.69	True		ENSG00000103148	ENSG00000103148	HGNC:14124													
OCLN	gene	OCLN	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	Unknown				Abnormal cerebral cortex morphology;HP:0002538			False	3	0;0;0	4.69	False		ENSG00000197822	ENSG00000197822	HGNC:8104													
OSGEP	gene	OSGEP	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Galloway-Mowat syndrome 3, MIM#617729			Abnormal cerebral cortex morphology;HP:0002538	PMID: 30558655		False	3	100;0;0	4.69	True		ENSG00000092094	ENSG00000092094	HGNC:18028													
PAFAH1B1	gene	PAFAH1B1	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Lissencephaly 1, MIM# 607432;Subcortical laminar heterotopia, MIM# 607432;MONDO:0011830			Abnormal cerebral cortex morphology;HP:0002538	11754098;18285425		False	3	100;0;0	4.69	True		ENSG00000007168	ENSG00000007168	HGNC:8574													
PEX1	gene	PEX1	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Peroxisome biogenesis disorder 1A (Zellweger)	(MIM#214100)"			Abnormal cerebral cortex morphology;HP:0002538	21031596		False	3	100;0;0	4.69	True		ENSG00000127980	ENSG00000127980	HGNC:8850													
PEX6	gene	PEX6	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 4A (Zellweger) (MIM#614862)			Abnormal cerebral cortex morphology;HP:0002538	21031596;9877282;26700162		False	3	100;0;0	4.69	True		ENSG00000124587	ENSG00000124587	HGNC:8859													
PIDD1	gene	PIDD1	Expert Review Green;Expert Review	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Intellectual developmental disorder, autosomal recessive 75, with neuropsychiatric features and variant lissencephaly, MIM# 619827			Abnormal cerebral cortex morphology;HP:0002538	28397838;29302074;33414379;34163010		False	3	100;0;0	4.69	True		ENSG00000177595	ENSG00000177595	HGNC:16491													
PIK3CA	gene	PIK3CA	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	Unknown				Abnormal cerebral cortex morphology;HP:0002538			False	3	0;0;0	4.69	False		ENSG00000121879	ENSG00000121879	HGNC:8975													
PIK3R2	gene	PIK3R2	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	Unknown				Abnormal cerebral cortex morphology;HP:0002538			False	3	0;0;0	4.69	False		ENSG00000105647	ENSG00000105647	HGNC:8980													
POMGNT1	gene	POMGNT1	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3, MIM# 253280			Abnormal cerebral cortex morphology;HP:0002538			False	3	100;0;0	4.69	True		ENSG00000085998	ENSG00000085998	HGNC:19139													
POMGNT2	gene	POMGNT2	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8, MIM# 614830			Abnormal cerebral cortex morphology;HP:0002538			False	3	100;0;0	4.69	True		ENSG00000144647	ENSG00000144647	HGNC:25902													
POMT1	gene	POMT1	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1, MIM# 236670			Abnormal cerebral cortex morphology;HP:0002538			False	3	100;0;0	4.69	True		ENSG00000130714	ENSG00000130714	HGNC:9202													
POMT2	gene	POMT2	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2, MIM# 613150			Abnormal cerebral cortex morphology;HP:0002538			False	3	100;0;0	4.69	True		ENSG00000009830	ENSG00000009830	HGNC:19743													
PTEN	gene	PTEN	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Cowden syndrome 1 158350;Lhermitte-Duclos syndrome 158350;Macrocephaly/autism syndrome 605309			Abnormal cerebral cortex morphology;HP:0002538	32162846		False	3	100;0;0	4.69	True		ENSG00000171862	ENSG00000171862	HGNC:9588													
PTEN	gene	PTEN	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Macrocephaly/autism syndrome, MIM# 605309			Abnormal cerebral cortex morphology;HP:0002538	32959437		False	3	100;0;0	4.69	True		ENSG00000171862	ENSG00000171862	HGNC:9588													
RAB18	gene	RAB18	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Warburg micro syndrome 3, MIM# 614222			Abnormal cerebral cortex morphology;HP:0002538	21473985;23420520		False	3	100;0;0	4.69	True		ENSG00000099246	ENSG00000099246	HGNC:14244													
RAB3GAP1	gene	RAB3GAP1	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Warburg micro syndrome 1, MIM# 600118			Abnormal cerebral cortex morphology;HP:0002538	23420520		False	3	100;0;0	4.69	True		ENSG00000115839	ENSG00000115839	HGNC:17063													
RAB3GAP2	gene	RAB3GAP2	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Warburg micro syndrome 2 614225			Abnormal cerebral cortex morphology;HP:0002538	23420520;20967465		False	3	100;0;0	4.69	True		ENSG00000118873	ENSG00000118873	HGNC:17168													
RAC1	gene	RAC1	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Mental retardation, autosomal dominant 48, MIM# 617751			Abnormal cerebral cortex morphology;HP:0002538	35139179		False	3	100;0;0	4.69	True		ENSG00000136238	ENSG00000136238	HGNC:9801													
RAC3	gene	RAC3	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with structural brain anomalies and dysmorphic facies, MIM#618577			Abnormal cerebral cortex morphology;HP:0002538	35851598		False	3	100;0;0	4.69	True		ENSG00000169750	ENSG00000169750	HGNC:9803													
RELN	gene	RELN	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Lissencephaly 2 (Norman-Roberts type), MIM# 257320			Abnormal cerebral cortex morphology;HP:0002538	10973257;29671837;31805691;35769015		False	3	100;0;0	4.69	True		ENSG00000189056	ENSG00000189056	HGNC:9957													
RTTN	gene	RTTN	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	Unknown				Abnormal cerebral cortex morphology;HP:0002538			False	3	0;0;0	4.69	False		ENSG00000176225	ENSG00000176225	HGNC:18654													
SCN3A	gene	SCN3A	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polymicrogyria;epileptic encephalopathy			Abnormal cerebral cortex morphology;HP:0002538	30146301;29740860;32515017		False	3	100;0;0	4.69	True		ENSG00000153253	ENSG00000153253	HGNC:10590													
SHMT2	gene	SHMT2	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with cardiomyopathy, spasticity, and brain abnormalities (NEDCASB), MIM#619121;Congenital microcephaly;Infantile axial hypotonia;Spastic paraparesis;Global developmental delay;Intellectual disability;Abnormality of the corpus callosum;Abnormal cortical gyration;Hypertrophic cardiomyopathy;Abnormality of the face;Proximal placement of thumb;2-3 toe syndactyly			Abnormal cerebral cortex morphology;HP:0002538	33015733		False	3	100;0;0	4.69	True		ENSG00000182199	ENSG00000182199	HGNC:10852													
SLC35A2	gene	SLC35A2	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Mild malformation of cortical development with oligodendroglial hyperplasia in epilepsy (MOGHE)			Abnormal cerebral cortex morphology;HP:0002538	PMID: 33407896		False	3	100;0;0	4.69	True		ENSG00000102100	ENSG00000102100	HGNC:11022													
SNAP29	gene	SNAP29	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome (MIM#609528)			Abnormal cerebral cortex morphology;HP:0002538	29051910;21073448;30793783		False	3	100;0;0	4.69	True		ENSG00000099940	ENSG00000099940	HGNC:11133													
SNAP29	gene	SNAP29	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome (MIM#609528)			Abnormal cerebral cortex morphology;HP:0002538	29051910;21073448;30793783		False	3	100;0;0	4.69	True		ENSG00000099940	ENSG00000099940	HGNC:11133													
TCP1	gene	TCP1	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual developmental disorder with polymicrogyria and seizures, MIM# 621021			Abnormal cerebral cortex morphology;HP:0002538	39480921		False	3	100;0;0	4.69	True		ENSG00000120438	ENSG00000120438	HGNC:11655													
TMEM5	gene	TMEM5	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 10, MIM# 615041			Abnormal cerebral cortex morphology;HP:0002538	23217329;23519211		False	3	100;0;0	4.69	True		ENSG00000118600	ENSG00000118600	HGNC:13530													
TMEM5	gene	TMEM5	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 10, MIM# 615041			Abnormal cerebral cortex morphology;HP:0002538	23217329;23519211		False	3	100;0;0	4.69	True		ENSG00000118600	ENSG00000118600	HGNC:13530													
TMTC3	gene	TMTC3	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Lissencephaly 8 (MIM#617255)			Abnormal cerebral cortex morphology;HP:0002538	27773428;28973161		False	3	100;0;0	4.69	True		ENSG00000139324	ENSG00000139324	HGNC:26899													
TMX2	gene	TMX2	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with microcephaly, cortical malformations, and spasticity MIM#618730			Abnormal cerebral cortex morphology;HP:0002538	31735293;31586943		False	3	50;50;0	4.69	True		ENSG00000213593	ENSG00000213593	HGNC:30739													
TP73	gene	TP73	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Ciliary dyskinesia, primary, 47, and lissencephaly, MIM#619466;brain malformation;lissencephaly			Abnormal cerebral cortex morphology;HP:0002538	34077761		False	3	100;0;0	4.69	True		ENSG00000078900	ENSG00000078900	HGNC:12003													
TSC1	gene	TSC1	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Tuberous sclerosis-1, 191100;Autosomal dominant Focal cortical dysplasia, type II, somatic, 607341			Abnormal cerebral cortex morphology;HP:0002538	32917966		False	3	100;0;0	4.69	True		ENSG00000165699	ENSG00000165699	HGNC:12362													
TSC2	gene	TSC2	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Tuberous sclerosis-2, MIM# 613254			Abnormal cerebral cortex morphology;HP:0002538			False	3	100;0;0	4.69	True		ENSG00000103197	ENSG00000103197	HGNC:12363													
TUBA1A	gene	TUBA1A	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	Unknown				Abnormal cerebral cortex morphology;HP:0002538			False	3	0;0;0	4.69	False		ENSG00000167552	ENSG00000167552	HGNC:20766													
TUBA1A	gene	TUBA1A	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted				Abnormal cerebral cortex morphology;HP:0002538			False	3	100;0;0	4.69	False		ENSG00000167552	ENSG00000167552	HGNC:20766													
TUBA1A	gene	TUBA1A	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Lissencephaly 3, MIM#611603			Abnormal cerebral cortex morphology;HP:0002538	30517687;20466733		False	3	100;0;0	4.69	True	Other	ENSG00000167552	ENSG00000167552	HGNC:20766													
TUBB	gene	TUBB	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	Unknown				Abnormal cerebral cortex morphology;HP:0002538			False	3	0;0;0	4.69	False		ENSG00000196230	ENSG00000196230	HGNC:20778													
TUBB	gene	TUBB	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Cortical dysplasia, complex, with other brain malformations 6, MIM# 615771			Abnormal cerebral cortex morphology;HP:0002538	23246003;32085672		False	3	100;0;0	4.69	True		ENSG00000196230	ENSG00000196230	HGNC:20778													
TUBB2A	gene	TUBB2A	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Cortical dysplasia, complex, with other brain malformations 5, MIM# 615763			Abnormal cerebral cortex morphology;HP:0002538	32571897		False	3	100;0;0	4.69	True		ENSG00000137267	ENSG00000137267	HGNC:12412													
TUBB2B	gene	TUBB2B	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	Unknown				Abnormal cerebral cortex morphology;HP:0002538			False	3	0;0;0	4.69	False		ENSG00000137285	ENSG00000137285	HGNC:30829													
TUBB2B	gene	TUBB2B	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Cortical dysplasia, complex, with other brain malformations 7, MIM# 610031			Abnormal cerebral cortex morphology;HP:0002538	19465910;22333901;26732629;33082561		False	3	100;0;0	4.69	True		ENSG00000137285	ENSG00000137285	HGNC:30829													
TUBB3	gene	TUBB3	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	Unknown				Abnormal cerebral cortex morphology;HP:0002538			False	3	0;0;0	4.69	False		ENSG00000258947	ENSG00000258947	HGNC:20772													
TUBB3	gene	TUBB3	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Cortical dysplasia, complex, with other brain malformations 1, MIM# 614039			Abnormal cerebral cortex morphology;HP:0002538	20829227;25059107;33318778		False	3	100;0;0	4.69	True		ENSG00000258947	ENSG00000258947	HGNC:20772													
TUBG1	gene	TUBG1	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Cortical dysplasia, complex, with other brain malformations 4, MIM# 615412			Abnormal cerebral cortex morphology;HP:0002538	23603762;31086189		False	3	100;0;0	4.69	True		ENSG00000131462	ENSG00000131462	HGNC:12417													
TUBGCP2	gene	TUBGCP2	Expert Review Green;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Lissencephaly;pachygyria;subcortical band heterotopia;microcephaly;intellectual disability			Abnormal cerebral cortex morphology;HP:0002538	31630790		False	3	100;0;0	4.69	True		ENSG00000130640	ENSG00000130640	HGNC:18599													
VLDLR	gene	VLDLR	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Cerebellar hypoplasia and mental retardation with or without quadrupedal locomotion 1 (MIM#224050)			Abnormal cerebral cortex morphology;HP:0002538	16080122;18364738;18326629;22700954;22973972		False	3	100;0;0	4.69	True		ENSG00000147852	ENSG00000147852	HGNC:12698													
WDR62	gene	WDR62	Expert Review Green;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Microcephaly 2, primary, autosomal recessive, with or without cortical malformations, MIM# 604317;MONDO:0011435			Abnormal cerebral cortex morphology;HP:0002538	20890279;20729831;20890278;21496009;21834044;22775483;32677750;31788460		False	3	100;0;0	4.69	True		ENSG00000075702	ENSG00000075702	HGNC:24502													
AHI1	gene	AHI1	Expert Review Amber;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 3, MIM# 608629			Abnormal cerebral cortex morphology;HP:0002538	15467982		False	2	0;100;0	4.69	True		ENSG00000135541	ENSG00000135541	HGNC:21575													
ASTN1	gene	ASTN1	Expert Review Amber;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Polymicrogyria;hypoplastic corpus callosum			Abnormal cerebral cortex morphology;HP:0002538	29706646		False	2	0;100;0	4.69	True		ENSG00000152092	ENSG00000152092	HGNC:773													
BRAF	gene	BRAF	Expert Review Amber;Victorian Clinical Genetics Services;Australian Genomics Health Alliance Brain Malformations Flagship	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	RASopathies;Focal cortical dysplasia			Abnormal cerebral cortex morphology;HP:0002538	18039946;18039235;25356392		False	2	0;100;0	4.69	True		ENSG00000157764	ENSG00000157764	HGNC:1097													
CDK5	gene	CDK5	Expert Review Amber;Expert list	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Lissencephaly 7 with cerebellar hypoplasia, MIM#	616342"			Abnormal cerebral cortex morphology;HP:0002538	25560765;32273484;32097629;28854363;7490100		False	2	0;100;0	4.69	True		ENSG00000164885	ENSG00000164885	HGNC:1774													
COL4A2	gene	COL4A2	Expert Review Amber;Literature	Malformations of cortical development_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Brain small vessel disease 2, MIM#614483			Abnormal cerebral cortex morphology;HP:0002538	30315939		False	2	0;100;0	4.69	True		ENSG00000134871	ENSG00000134871	HGNC:2203													
